Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Hungary,HUN,1961,,11500,,10200,106800,502300,129200
Hungary,HUN,1962,,5000,,10100,117000,503600,137500
Hungary,HUN,1963,,3200,,8700,108900,510300,145600
Hungary,HUN,1964,,3200,,6200,98500,516300,157100
Hungary,HUN,1965,,4000,,8900,101100,545500,157100
Hungary,HUN,1966,,2400,,9100,100200,536900,167000
Hungary,HUN,1967,,2200,,8400,106400,523300,180600
Hungary,HUN,1968,,3300,,7600,121900,616500,182300
Hungary,HUN,1969,,1900,,7400,127600,542200,188900
Hungary,HUN,1970,,2300,,6300,119300,569800,221900
Hungary,HUN,1971,,2000,,5300,120100,683400,233100
Hungary,HUN,1972,,3200,,5500,107300,774900,226300
Hungary,HUN,1973,,900,,7000,120700,696400,242800
Hungary,HUN,1974,,800,,6300,123800,809500,267600
Hungary,HUN,1975,,1200,,6600,145900,843400,275400
Hungary,HUN,1976,,1500,,4700,137600,765200,302000
Hungary,HUN,1977,,600,,3600,134000,864500,313000
Hungary,HUN,1978,,600,,5900,139000,853000,319700
Hungary,HUN,1979,,500,,4700,140200,884500,319300
Hungary,HUN,1980,,600,,7300,153100,904900,352000
Hungary,HUN,1981,,200,,7500,141000,906100,366000
Hungary,HUN,1982,,200,,6900,140600,946800,417600
Hungary,HUN,1983,,0,,7000,127400,1049300,402300
Hungary,HUN,1990,,0,,5465,113800,1017700,450500
Hungary,HUN,1991,,0,,6065,122800,930500,352700
Hungary,HUN,1992,,0,,6065,123200,764300,340000
Hungary,HUN,1993,,0,,1865,97100,672400,319300
Hungary,HUN,1994,,0,,1230,72100,608300,341200
Hungary,HUN,1995,,0,,2070,57500,578300,387000
Hungary,HUN,1996,,0,,1820,50200,670700,377296
Hungary,HUN,1997,,0,,2130,55270,580720,402071
Hungary,HUN,1998,,0,,2730,47020,569900,451523
Hungary,HUN,1999,,0,,3860,50970,625890,399357
Hungary,HUN,2000,,0,,3770,66940,613420,470028
Hungary,HUN,2001,,18.72,,2888,51600,556100,472339
Hungary,HUN,2002,,0,,2700,47620,580000,515042
Hungary,HUN,2003,,0,,1122,39173,510318,492079
Hungary,HUN,2004,,50,,1379,37513,486541,468794
Hungary,HUN,2005,,70,,1103,32241,453892,433224
Hungary,HUN,2006,,10,,1142,33303,489127,385031
Hungary,HUN,2007,,21,,874,34258,499437,375958
Hungary,HUN,2008,,22,,1218,32121,461175,387632
Hungary,HUN,2009,,64,,1054,30149,453484,386949
Hungary,HUN,2010,,80,,1045,27598,452073,375626
Hungary,HUN,2011,,98,,1200,26432,434707,402075
Hungary,HUN,2012,,93,,1334,25394,393712,428461
Hungary,HUN,2013,,86,,1028,23457,368153,404683
Hungary,HUN,2014,,102,,1368,24080,412292,441931
Hungary,HUN,2015,,208,,1417,27315,455088,490121
Hungary,HUN,2016,,169,,1229,28939,457808,514545
Hungary,HUN,2017,,272,,1795,28162,469829,493098
Hungary,HUN,2018,,151,,1800,30180,467100,525405
Hungary,HUN,1984,,,,8100,131800,1123500,402500
Hungary,HUN,1985,,,,8800,145500,1011100,402000
Hungary,HUN,1986,,,,8300,124200,985500,439700
Hungary,HUN,1987,,,,4800,129300,1036700,463300
Hungary,HUN,1988,,,,4600,110100,1021900,478100
Hungary,HUN,1989,,,,6900,113900,1014300,436400
Hungary,HUN,2019,,,,1800,30820,462060,531680
Hungary,HUN,2020,,,,1120,29150,455720,521267.1
Hungary,HUN,2021,,,,1370,30080,473800,545713.5
Iceland,ISL,1961,,1070,,13000,2000,250,250
Iceland,ISL,1962,,1168,,13258,2600,280,250
Iceland,ISL,1963,,1110,,12303,2600,290,250
Iceland,ISL,1964,,960,,11307,2700,320,250
Iceland,ISL,1965,,860,,12367,2700,330,250
Iceland,ISL,1966,,740,,12599,2620,440,250
Iceland,ISL,1967,,800,,13464,2719,440,250
Iceland,ISL,1968,,855,,13127,1800,481,250
Iceland,ISL,1969,,1271,,12894,1913,405,250
Iceland,ISL,1970,,595,,12242,2190,408,300
Iceland,ISL,1971,,766,,11266,2165,400,330
Iceland,ISL,1972,,760,,12478,2400,430,375
Iceland,ISL,1973,,664,,13715,2572,560,450
Iceland,ISL,1974,,761,,13983,2660,600,430
Iceland,ISL,1975,,640,,15327,2880,600,447
Iceland,ISL,1976,,653,,14755,2446,680,470
Iceland,ISL,1977,,660,,14780,2191,720,500
Iceland,ISL,1978,,713,,15755,2593,780,660
Iceland,ISL,1979,,763,,15893,3324,900,580
Iceland,ISL,1980,,1169,,14479,2224,1050,714
Iceland,ISL,1981,,1343,,14781,2538,1110,771
Iceland,ISL,1982,,1406,,14344,2289,982,790
Iceland,ISL,1983,,1299,,13694,2759,1267,1033
Iceland,ISL,1984,,922,,13015,2807,1435,1064
Iceland,ISL,1985,,1077,,12875,3239,1630,1527
Iceland,ISL,1986,,969,,13472,3416,1868,2139
Iceland,ISL,1987,,652,,12598,3302,2007,1851
Iceland,ISL,1988,,515,,10543,2923,2474,1115
Iceland,ISL,1989,,782,,9623,2890,2686,1292
Iceland,ISL,1990,,639,,9454,2932,2533,1520
Iceland,ISL,1991,,727,,9307,2998,2594,1558
Iceland,ISL,1992,,831,,8597,3380,2643,1602
Iceland,ISL,1993,,822,,8850,3401,2861,1501
Iceland,ISL,1994,,809,,8798,3541,3212,1349
Iceland,ISL,1995,,988,,8690,3061,3330,1952
Iceland,ISL,1996,,637,,8131,3142,3740,1704
Iceland,ISL,1997,,725,,7903,3441,3938,2107
Iceland,ISL,1998,,792,,8176,3443,3886,2736
Iceland,ISL,1999,,1070,,8644,3664,4706,3006
Iceland,ISL,2000,,1100,,9735,3626,4783,3051
Iceland,ISL,2001,,1055,,8616,3683,5284,3776
Iceland,ISL,2002,,1019,,8676,3639,6011,4633
Iceland,ISL,2003,,906,,8792,3624,6205,5706
Iceland,ISL,2004,,883,,8644,3611,5597,5392
Iceland,ISL,2005,,762,,8738,3540,5300,5768
Iceland,ISL,2006,,850,,8647,3196,5744,6653
Iceland,ISL,2007,,947,,8644,3557,6088,7597
Iceland,ISL,2008,,1005,,8930,3607,6645,7402
Iceland,ISL,2009,,1018,,8841,3761,6375,7146
Iceland,ISL,2010,,799,,9166,3895,6158,6905
Iceland,ISL,2011,,878,,9587,3858,6044,7240
Iceland,ISL,2012,,1503,,9921,4114,5855,7835
Iceland,ISL,2013,,1293,,9891,4082,6404,7879
Iceland,ISL,2014,,1196,,10100,3495,6472,8046
Iceland,ISL,2015,,946,,10185,3605,6806,8328
Iceland,ISL,2016,,982,,10375,4387,6089,9014
Iceland,ISL,2017,,1061,,10619,4614,6265,9697
Iceland,ISL,2018,,939,,10487,4775,6797,9760
Iceland,ISL,2019,,1085,,9719,4826,6533,9908
Iceland,ISL,2020,,1066,,9070,4652,6813,9379
Iceland,ISL,2021,,831,,9388,4965,6580,9294
India,IND,1961,,,,357400,1056852,154000,77839
India,IND,1962,,,,378600,1076380,152775,78619
India,IND,1963,,,,382800,1088666,151375,79399
India,IND,1964,,,,385200,1116760,150500,81182
India,IND,1965,,,,386400,1142200,148750,82961
India,IND,1966,,,,388640,1165820,148050,84740
India,IND,1967,,,,388760,1199400,157850,86608
India,IND,1968,,,,388400,1234196,166250,88481
India,IND,1969,,,,386000,1257428,165550,91352
India,IND,1970,,,,384800,1289988,174300,93220
India,IND,1971,,,,382000,1322824,194425,95088
India,IND,1972,,,,378000,1338000,205100,95827
India,IND,1973,,,,381200,1376200,205275,97086
India,IND,1974,,,,385400,1419490,211225,98345
India,IND,1975,,,,397700,1459032,214200,100630
India,IND,1976,,,,404100,1500485,217525,102870
India,IND,1977,,,,411000,1536230,224875,103260
India,IND,1978,,,,424640,1569200,235200,108360
India,IND,1979,,,,438900,1620873,249900,117960
India,IND,1980,,,,456240,1673972,261450,132150
India,IND,1981,,,,471360,1710776,278950,141210
India,IND,1982,,,,513600,1877530,296100,153450
India,IND,1983,,,,518600,1893708,299950,161500
India,IND,1984,,,,525100,1912188,304325,176290
India,IND,1985,,,,533300,1953800,360500,188920
India,IND,1986,,,,543100,1980760,364000,209380
India,IND,1987,,,,589400,2038200,367500,307690
India,IND,1988,,,,597000,2063268,381500,313150
India,IND,1989,,,,604600,2088339,395500,345160
India,IND,1990,,,,611200,2114348,413000,391570
India,IND,1991,,,,618800,2558722,427000,522580
India,IND,1992,,,,626400,2508184,444500,540320
India,IND,1993,,,,636200,2087088,448000,608360
India,IND,1994,,,,647000,2182130,451500,625100
India,IND,1995,,,,657800,2272448,455000,642230
India,IND,1996,,,,667600,2088180,458500,660390
India,IND,1997,,,,679840,2303636,461650,664900
India,IND,1998,,,,683000,2570748,463400,738300
India,IND,1999,,,,686400,2688274,464730,810300
India,IND,2000,,,,689800,2780800,465850,904040
India,IND,2001,,,,693200,2923878,467180,962910
India,IND,2002,,,,697000,3102094,468580,1127780
India,IND,2003,,,,701700,3271000,469910,1249000
India,IND,2004,,,,724600,3505012,444500,1343000
India,IND,2005,,,,748000,3584576,425250,1440700
India,IND,2006,,,,773280,3834140,404915,1555050
India,IND,2007,,,,798796,3900360,385000,1791400
India,IND,2008,,,,791600,4136028,381500,1919100
India,IND,2009,,,,781800,4412662,378000,2120800
India,IND,2010,,,,774000,4670600,371000,2226150
India,IND,2011,,,,764440,4867400,364000,2515600
India,IND,2012,,,,755040,5064200,357000,2712800
India,IND,2013,,,,746600,5410000,353500,2878822
India,IND,2014,,,,740337.1,5614032.5,350000.75,3073960
India,IND,2015,,,,769925.7,5663107.5,361685.84,3296286.2
India,IND,2016,,,,789515.2,5753637,367167.75,3480885.2
India,IND,2017,,,,800786.7,5801187,381608.38,3805860
India,IND,2018,,,,813783.7,5894677,375722.6,4103282.8
India,IND,2019,,,,826167.3,5893865,354393.88,4387629
India,IND,2020,,,,836847,5360719.5,327121.4,4519003.5
India,IND,2021,,,,824294.5,5830506.5,320228.38,3714155.8
Indonesia,IDN,1961,,920,,35000,154300,93500,54385
Indonesia,IDN,1962,,800,,36000,161500,104500,55275
Indonesia,IDN,1963,,750,,35000,155800,115500,56120
Indonesia,IDN,1964,,750,,36000,166000,115500,57410
Indonesia,IDN,1965,,870,,36000,169300,115500,57900
Indonesia,IDN,1966,,620,,36000,164600,115500,58835
Indonesia,IDN,1967,,500,,37600,166000,104500,60725
Indonesia,IDN,1968,,370,,29884,169000,137500,57772
Indonesia,IDN,1969,,440,,35996,174000,121000,58772
Indonesia,IDN,1970,,446,,39622,204000,126500,59617
Indonesia,IDN,1971,,703,,38305,198900,148500,71455
Indonesia,IDN,1972,,991,,43175,206300,159500,79301
Indonesia,IDN,1973,,1175,,45508,227200,137500,81163
Indonesia,IDN,1974,,1254,,44627,248100,143000,88565
Indonesia,IDN,1975,,1539,,50492,255600,132000,93590
Indonesia,IDN,1976,,1517,,51689,264900,148500,98040
Indonesia,IDN,1977,,1696,,53562,260320,148500,103200
Indonesia,IDN,1978,,1826,,57211,259210,143000,111893
Indonesia,IDN,1979,,1400,,61276,260700,176000,142140
Indonesia,IDN,1980,,1600,,53900,259800,176000,177285
Indonesia,IDN,1981,,1700,,56700,268800,203500,187992
Indonesia,IDN,1982,,1800,,59000,276500,214500,199437
Indonesia,IDN,1983,,1800,,89000,247900,280500,263901
Indonesia,IDN,1984,,1700,,77100,264600,335500,279700
Indonesia,IDN,1985,,1700,,79300,276000,368500,318200
Indonesia,IDN,1986,,1300,,93500,277200,412500,343300
Indonesia,IDN,1987,,1500,,92100,278500,418000,382400
Indonesia,IDN,1988,,1600,,97200,279800,462000,404100
Indonesia,IDN,1989,,1400,,95100,295900,495000,442400
Indonesia,IDN,1990,,1700,,90000,303500,544500,508700
Indonesia,IDN,1991,,1500,,94410,309700,230230,583500
Indonesia,IDN,1992,,1800,,99010,342000,324091.5,646600
Indonesia,IDN,1993,,1600,,111250,397512,339996.5,698634
Indonesia,IDN,1994,,1300,,99688,384657,343776.97,822675
Indonesia,IDN,1995,,1237,,94283,359462,233750,875700
Indonesia,IDN,1996,,1159,,98636,395865,297327.4,946979
Indonesia,IDN,1997,,1509,,107176,401003,321339.34,898636
Indonesia,IDN,1998,,1948,,81666,388942,302461.84,620521
Indonesia,IDN,1999,,2265,,77351,356876,212850,620184
Indonesia,IDN,2000,,928,,78300,385795,162398,817740
Indonesia,IDN,2001,,1090,,93472,382329,160153,923520
Indonesia,IDN,2002,,1060,,126880,372599,164491,1104790
Indonesia,IDN,2003,,1590,,144500,410350,177093,1138960
Indonesia,IDN,2004,,1560,,123187,487810,194683,1213121
Indonesia,IDN,2005,,1591,,97931,396757,173669,1147060
Indonesia,IDN,2006,,2267,,140191,439729,195983,1284679
Indonesia,IDN,2007,,1976,,120467,381236,228905,1339925
Indonesia,IDN,2008,,1813,,113056,431543,209777,1380480
Indonesia,IDN,2009,,1799,,128090,443955,200118,1430180
Indonesia,IDN,2010,,1974,,113658,472364,211993,1565600
Indonesia,IDN,2011,,2184,,113138,520664,224800,1693021
Indonesia,IDN,2012,,2920,,109573,545870,232143,1767621
Indonesia,IDN,2013,,3004,,106656,542655,298440,1872482
Indonesia,IDN,2014,,2314,,108754,532907,302287,1972405
Indonesia,IDN,2015,,2239,,109473,542071,330213,2065738
Indonesia,IDN,2016,,2561,,113757,550389,339609,2342634
Indonesia,IDN,2017,,2742,,125466,515700,317402,3218172
Indonesia,IDN,2018,,2402,,152429,523318,215813,3882991
Indonesia,IDN,2019,,1848,,142925,529592,236277,3975488
Indonesia,IDN,2020,,1242,,115899,471944,280938,3683202
Indonesia,IDN,2021,,1527,,117588,458755,323670,3888544
Iran,IRN,1961,12000,,2800,172300,88840,1200,42570
Iran,IRN,1962,12000,,2800,183000,92920,1200,42655
Iran,IRN,1963,12000,,2200,173100,82060,1200,44840
Iran,IRN,1964,12000,,2000,172400,83600,1200,46325
Iran,IRN,1965,12000,,2000,172400,84500,1200,46410
Iran,IRN,1966,12000,,2000,175900,85400,1200,46510
Iran,IRN,1967,12000,,2000,180800,88260,1200,64610
Iran,IRN,1968,12000,,2000,185400,91120,1200,73110
Iran,IRN,1969,14000,,1600,188000,95880,1200,81910
Iran,IRN,1970,14000,,1400,183800,105140,1350,91725
Iran,IRN,1971,14000,,1200,186600,115040,1350,102740
Iran,IRN,1972,14000,,1200,188000,125580,1350,115155
Iran,IRN,1973,14000,,1200,188700,127640,1350,115270
Iran,IRN,1974,14000,,1100,190600,134520,1500,122388
Iran,IRN,1975,14000,,1100,192500,138000,1400,120486
Iran,IRN,1976,14000,,1200,203200,157680,1500,139660
Iran,IRN,1977,14200,,1200,217000,167200,1500,168834
Iran,IRN,1978,14400,,1200,222000,167040,1500,200960
Iran,IRN,1979,14600,,1200,247400,169040,1250,215110
Iran,IRN,1980,15000,,1200,224800,178680,0,217405
Iran,IRN,1981,15200,,1200,231600,178480,,219700
Iran,IRN,1982,15500,,1200,244400,178960,,222004
Iran,IRN,1983,15500,,1200,257000,174120,,237350
Iran,IRN,1984,16000,,1300,270200,174280,,242750
Iran,IRN,1985,16000,,1300,284400,177600,,243300
Iran,IRN,1986,16000,,1400,303000,180760,,313850
Iran,IRN,1987,18000,,1400,300400,183620,,339579
Iran,IRN,1988,18000,,1300,303700,190240,,340250
Iran,IRN,1989,20000,,1300,317000,212240,,389000
Iran,IRN,1990,22000,,1300,337500,220560,0,389900
Iran,IRN,1991,23000,,4000,344000,226800,0,430725
Iran,IRN,1992,29000,,3660,358000,235960,0,531550
Iran,IRN,1993,32000,,3700,365800,245120,0,572219
Iran,IRN,1994,28800,,3840,371800,255280,0,625750
Iran,IRN,1995,26600,,3960,376800,264920,0,649850
Iran,IRN,1996,16000,,6801,380450,318695,0,663150
Iran,IRN,1997,20000,,6802,406000,328421,0,725150
Iran,IRN,1998,21891.5,,6802,418000,335989,0,708200
Iran,IRN,1999,26000,,3988,397000,297672,0,736800
Iran,IRN,2000,12000,,4000,435666,289000,0,814700
Iran,IRN,2001,12000,,4000,443720,295000,0,896700
Iran,IRN,2002,13000,,3702,449710,356692,0,953700
Iran,IRN,2003,13050.48,,4003,416850,330920,0,1115700
Iran,IRN,2004,12202.65,,4200,427300,353500,0,1163700
Iran,IRN,2005,11282.5,,5000,432000,363000,0,1248700
Iran,IRN,2006,10346.52,,4300,435900,388800,0,1371745.5
Iran,IRN,2007,9410.54,,4400,454100,407500,0,1479767.2
Iran,IRN,2008,8585.46,,3493,347522,339585,0,1576825
Iran,IRN,2009,8265.38,,3505,357142,341953,0,1621825
Iran,IRN,2010,7945.31,,3634,371515,362351,0,1677825
Iran,IRN,2011,7625.24,,3295,369710,367795,0,1794825
Iran,IRN,2012,7305.17,,3323,372804,370873,0,1882812.8
Iran,IRN,2013,6985.1,,4800,354000,396200,0,1978824
Iran,IRN,2014,5401.87,,5000,366000,414000,0,2044273.1
Iran,IRN,2015,4412.92,,5454.12,369589.88,348354.12,0,2133759.5
Iran,IRN,2016,5599.96,,5112.13,334779.06,325182.97,0,2081093.6
Iran,IRN,2017,5397.61,,6542.3,282233.38,253865.12,0,2248508.5
Iran,IRN,2018,4600.88,,4903.43,189784.1,221108.48,0,2366063
Iran,IRN,2019,3991.69,,5406,140489,175762,0,2342341
Iran,IRN,2020,3553.23,,4033,182561,254526,0,2440974
Iran,IRN,2021,2850.28,,5060,276559,342973,0,1993619.9
Iraq,IRQ,1961,,,5600,46960,38600,,3900
Iraq,IRQ,1962,,,5600,46480,39700,,4100
Iraq,IRQ,1963,,,5600,45440,40800,,4500
Iraq,IRQ,1964,,,5600,45000,41600,,5400
Iraq,IRQ,1965,,,5635,45200,38000,,5800
Iraq,IRQ,1966,,,5775,45640,37300,,7000
Iraq,IRQ,1967,,,5687.5,46192,39500,,10000
Iraq,IRQ,1968,,,6300,47432,40600,,13000
Iraq,IRQ,1969,,,6475,46248,41850,,15000
Iraq,IRQ,1970,,,6825,47680,44570,,18000
Iraq,IRQ,1971,,,6650,44760,45700,,20000
Iraq,IRQ,1972,,,6387.5,41440,45850,,24000
Iraq,IRQ,1973,,,6125,38240,45000,,27000
Iraq,IRQ,1974,,,5775,34700,45400,,29000
Iraq,IRQ,1975,,,5425,34376,44450,,29000
Iraq,IRQ,1976,,,5250,37421,51306,,29600
Iraq,IRQ,1977,,,4725,37520,50825,,31000
Iraq,IRQ,1978,,,3850,37800,51150,,42100
Iraq,IRQ,1979,,,2800,38180,49825,,45700
Iraq,IRQ,1980,,,2800,40800,50900,,57800
Iraq,IRQ,1981,,,2957.5,42050,49125,,64600
Iraq,IRQ,1982,,,3150,39072,51550,,154682
Iraq,IRQ,1983,,,3150,37796,49975,,112500
Iraq,IRQ,1984,,,2800,35104,52245,,160046
Iraq,IRQ,1985,,,2100,31828,48900,,189954
Iraq,IRQ,1986,,,1575,32265,46365,,198482
Iraq,IRQ,1987,,,1750,33240,46520,,200770
Iraq,IRQ,1988,,,1925,33640,47085,,209850
Iraq,IRQ,1989,,,2187.5,30640,48110,,268228
Iraq,IRQ,1990,,,2275,35827,54065,,192283
Iraq,IRQ,1991,,,525,21730,34380,,8891
Iraq,IRQ,1992,,,385,29420,45675,,24439
Iraq,IRQ,1993,,,308,37520,56475,,22343
Iraq,IRQ,1994,,,246.75,33465,51675,,34000
Iraq,IRQ,1995,,,208.25,30554,43337,,37000
Iraq,IRQ,1996,,,192.5,22240,37160,,38000
Iraq,IRQ,1997,,,250.25,27060,45525,,33000
Iraq,IRQ,1998,,,308,27920,47025,,28000
Iraq,IRQ,1999,,,327.25,27780,47160,,49000
Iraq,IRQ,2000,,,346.5,31080,47775,,74000
Iraq,IRQ,2001,,,308,24760,50640,,83000
Iraq,IRQ,2002,,,787.5,24640,51150,,95000
Iraq,IRQ,2003,,,1318,32400,34592,,25000
Iraq,IRQ,2004,,,632.2,23840,43610,,46000
Iraq,IRQ,2005,,,1925,30956,48080,,85000
Iraq,IRQ,2006,,,1925,36675,42610,,60000
Iraq,IRQ,2007,,,875,46620,34280.79,,81000
Iraq,IRQ,2008,,,1800,54560,52000,,49000
Iraq,IRQ,2009,,,1600,51200,55000,,34084
Iraq,IRQ,2010,,,1500,53600,58207.74,,52812
Iraq,IRQ,2011,,,1575,55400,58024.25,,87156
Iraq,IRQ,2012,,,1645,58650,59520.7,,89800
Iraq,IRQ,2013,,,1578.79,48996.06,56042.24,,74700
Iraq,IRQ,2014,,,1068.75,56343.27,51367.41,,70000
Iraq,IRQ,2015,,,814.47,55697.16,32864.08,,86000
Iraq,IRQ,2016,,,1341.44,56151.31,35592.47,,87000
Iraq,IRQ,2017,,,1556.17,54431.21,36886.25,,96000
Iraq,IRQ,2018,,,1680.57,55844.23,38223.53,,109388
Iraq,IRQ,2019,,,1814.92,56006.84,39125.6,,148208
Iraq,IRQ,2020,,,1698.28,56311.49,40042.24,,156549
Iraq,IRQ,2021,,,1833.81,58497.98,40972.95,,122411.04
Ireland,IRL,1961,,1020,,37211,144539,106697,17400
Ireland,IRL,1962,,2119,,47017,125689,112162,17000
Ireland,IRL,1963,,2301,,47895,129513,115046,18600
Ireland,IRL,1964,,3249,,46765,112798,120295,20200
Ireland,IRL,1965,,3387,,44748,112943,139013,21370
Ireland,IRL,1966,,3264,,48513,135257,125529,24580
Ireland,IRL,1967,,4483,,45418,222957,109166,24780
Ireland,IRL,1968,,3855,,44115,192949,122623,28520
Ireland,IRL,1969,,2498,,43671,197955,143835,30460
Ireland,IRL,1970,,2798,,39693,216339,144081,30320
Ireland,IRL,1971,,2457,,47280,236040,154160,34750
Ireland,IRL,1972,,2150,,45021,204507,160294,39000
Ireland,IRL,1973,,2320,,43363,207300,143000,43000
Ireland,IRL,1974,,2086,,45000,342000,131000,37000
Ireland,IRL,1975,,3079,,46000,420000,99000,35160
Ireland,IRL,1976,,3504,,37000,328000,123000,41000
Ireland,IRL,1977,,3494,,37000,384800,130000,43000
Ireland,IRL,1978,,2680,,41000,388700,135000,43720
Ireland,IRL,1979,,1972,,39000,387900,151700,48580
Ireland,IRL,1980,,2727,,42000,446400,153400,49440
Ireland,IRL,1981,,2782,,44000,316300,149900,51980
Ireland,IRL,1982,,2482,,40500,344900,153300,57580
Ireland,IRL,1983,,2121,,39800,353000,160900,57580
Ireland,IRL,1984,,1908,,40919,402281,144000,58980
Ireland,IRL,1985,,1570,,48300,448226,135499,61440
Ireland,IRL,1986,,670,,46191,509443,137079,66540
Ireland,IRL,1987,,659,,47525,483620,140584,75240
Ireland,IRL,1988,,453,,49700,459100,147500,81340
Ireland,IRL,1989,,265,,63000,432400,143900,80840
Ireland,IRL,1990,,49,,86000,515000,157000,91312
Ireland,IRL,1991,,136,,86300,557100,179600,98040
Ireland,IRL,1992,,460,,89200,568200,202300,89840
Ireland,IRL,1993,,511,,95800,528500,212000,88490
Ireland,IRL,1994,,550,,90700,447800,214800,97740
Ireland,IRL,1995,,500,,87600,481100,211200,97540
Ireland,IRL,1996,,700,,88500,538400,210700,101640
Ireland,IRL,1997,,1350,,75500,569500,219900,106240
Ireland,IRL,1998,,700,,86700,594800,241600,107640
Ireland,IRL,1999,,1000,,90300,643800,249700,124640
Ireland,IRL,2000,,1500,,82900,576900,230400,121280
Ireland,IRL,2001,,1500,,78100,579400,239800,121280
Ireland,IRL,2002,,2200,,66500,540000,229700,120280
Ireland,IRL,2003,,2000,,63300,568000,218800,120280
Ireland,IRL,2004,,2075,,71800,563600,204300,125780
Ireland,IRL,2005,,2000,,73300,546000,205800,126780
Ireland,IRL,2006,,1650,,70300,537300,209000,120600
Ireland,IRL,2007,,1600,,65800,580800,205300,112600
Ireland,IRL,2008,,1625,,58800,537300,202400,113950
Ireland,IRL,2009,,1650,,55100,514500,195600,115700
Ireland,IRL,2010,,2000,,47700,559100,214300,112200
Ireland,IRL,2011,,3000,,48300,547100,233800,116200
Ireland,IRL,2012,,4300,,53600,495400,241400,116659.45
Ireland,IRL,2013,,4400,,57600,517600,239300,115883.89
Ireland,IRL,2014,,3510.78,,57700,582100,254100,117635.63
Ireland,IRL,2015,,3658.55,,58400,564100,276400,118397.08
Ireland,IRL,2016,,3658.6,,61000,588400,282700,120883.58
Ireland,IRL,2017,,3279.32,,67100,617000,294200,142472.14
Ireland,IRL,2018,,,,68410,622540,303270,145460
Ireland,IRL,2019,,,,66040,619800,304370,153990
Ireland,IRL,2020,,,,66230,633380,320130,165700
Ireland,IRL,2021,,,,63430,594510,335130,162900
Israel,ISR,1961,,,375,2350,13150,3775,42900
Israel,ISR,1962,,,350,2475,14500,4100,50900
Israel,ISR,1963,,,300,2875,16400,3700,51900
Israel,ISR,1964,,,250,3075,18725,2600,57200
Israel,ISR,1965,,,275,3075,16250,3200,57200
Israel,ISR,1966,,,300,3185,14850,3300,62800
Israel,ISR,1967,,,300,3555,16075,3880,67700
Israel,ISR,1968,,,300,3775,18625,4675,67400
Israel,ISR,1969,,,300,4015,18125,4550,70900
Israel,ISR,1970,,,300,3970,18775,4900,77600
Israel,ISR,1971,,,300,3700,19200,5175,90400
Israel,ISR,1972,,,280,4015,17750,6220,106000
Israel,ISR,1973,,,285,4035,18800,6840,106600
Israel,ISR,1974,,,280,3940,19000,7520,120000
Israel,ISR,1975,,,285,4015,19525,8515,128000
Israel,ISR,1976,,,285,4130,23215,8435,139000
Israel,ISR,1977,,,280,4080,24770,10030,142000
Israel,ISR,1978,,,250,4490,20975,9150,146000
Israel,ISR,1979,,,220,4280,19200,8955,150300
Israel,ISR,1980,,,180,3810,21200,9300,150300
Israel,ISR,1981,,,150,3800,18650,9250,158750
Israel,ISR,1982,,,130,3900,19875,9670,170390
Israel,ISR,1983,,,110,4100,18050,8790,185390
Israel,ISR,1984,,,100,4100,33900,8350,182390
Israel,ISR,1985,,,100,4200,32200,8750,173690
Israel,ISR,1986,,,100,4650,32100,8350,151515
Israel,ISR,1987,,,75,5375,32600,8900,156515
Israel,ISR,1988,,,75,6300,34950,9375,173515
Israel,ISR,1989,,,75,5950,35600,8575,173515
Israel,ISR,1990,,,75,6000,35850,9205,182530
Israel,ISR,1991,,,75,6000,38000,9375,196710
Israel,ISR,1992,,,75,6000,37000,9375,215890
Israel,ISR,1993,,,75,6620,35520,8745,235040
Israel,ISR,1994,,,75,6590,41000,8930,257870
Israel,ISR,1995,,,75,6655,40500,10640,253190
Israel,ISR,1996,,,75,6595,44000,10830,262540
Israel,ISR,1997,,,75,6450,46290,12310,265340
Israel,ISR,1998,,,80,6900,43800,12120,269490
Israel,ISR,1999,,,80,7400,46400,8700,280490
Israel,ISR,2000,,,80,7800,63800,14863,412319
Israel,ISR,2001,,,80,7700,62393,15722,448937
Israel,ISR,2002,,,80,8396.84,79700,16479,455030
Israel,ISR,2003,,,80,9305.64,90905,17430,452155
Israel,ISR,2004,,,80,10379.41,83043,18030,469385
Israel,ISR,2005,,,80,12365.97,89923,18665,487539
Israel,ISR,2006,,,80,13111.61,108291,17539,513730
Israel,ISR,2007,,,80,13611.31,105220,18311,529607
Israel,ISR,2008,,,80,14267.34,116554,18244,542346
Israel,ISR,2009,,,80,15297.39,104018,19649,533385
Israel,ISR,2010,,,80,21298.68,108128,18868,545510
Israel,ISR,2011,,,88,24149.16,116799,19246,554386
Israel,ISR,2012,,,85.93,30906.73,116919,19396,568909.44
Israel,ISR,2013,,,85.05,32908.61,132239,16267,521993.62
Israel,ISR,2014,,,84.85,37875.67,122116,15739,563867.75
Israel,ISR,2015,,,85.14,35518.36,132212,15825,601942.3
Israel,ISR,2016,,,85.42,33843.59,126488,16099,640677.94
